"entry_time","temperature","ph","conductivity","moisture","salinity","tds"
"2024-05-11 09:00:14.195",229,77,1113,554,0,0
"2024-05-11 09:01:14.213",229,77,1113,552,0,0
"2024-05-11 09:02:14.229",229,78,1113,560,0,0
"2024-05-11 09:03:14.246",228,77,1113,546,0,0
"2024-05-11 09:04:14.264",229,77,1113,560,0,0
"2024-05-11 09:05:14.281",229,77,1113,554,0,0
"2024-05-11 09:06:14.298",228,77,1113,534,0,0
"2024-05-11 09:07:14.315",228,77,1113,558,0,0
"2024-05-11 09:08:14.332",228,77,1113,564,0,0
"2024-05-11 09:09:14.35",228,77,1113,570,0,0
"2024-05-11 09:10:14.367",228,77,1113,552,0,0
"2024-05-11 09:11:14.384",228,77,1113,534,0,0
"2024-05-11 09:12:14.401",228,77,1113,552,0,0
"2024-05-11 09:13:14.418",228,77,1113,552,0,0
"2024-05-11 09:14:14.435",228,77,1113,534,0,0
"2024-05-11 09:15:14.453",228,77,1113,560,0,0
"2024-05-11 09:16:14.469",228,77,1113,554,0,0
"2024-05-11 09:17:14.487",228,77,1113,554,0,0
"2024-05-11 09:18:14.504",228,77,1112,536,0,0
"2024-05-11 09:19:14.521",228,77,1113,534,0,0
"2024-05-11 09:20:14.539",228,77,1112,554,0,0
"2024-05-11 09:21:14.556",228,77,1113,578,0,0
"2024-05-11 09:22:14.573",227,77,1112,554,0,0
"2024-05-11 09:23:14.59",228,77,1113,578,0,0
"2024-05-11 09:24:14.606",227,77,1113,544,0,0
"2024-05-11 09:25:14.625",227,76,1112,534,0,0
"2024-05-11 09:26:14.641",227,76,1111,570,0,0
"2024-05-11 09:27:14.662",227,76,1110,560,0,0
"2024-05-11 09:28:14.676",227,77,1112,546,0,0
"2024-05-11 09:29:14.693",227,77,1111,558,0,0
"2024-05-11 09:30:14.71",227,77,1111,550,0,0
"2024-05-11 09:31:14.727",227,76,1111,552,0,0
"2024-05-11 09:32:14.745",227,76,1110,556,0,0
"2024-05-11 09:33:14.761",227,76,1112,556,0,0
"2024-05-11 09:34:14.779",227,76,1109,564,0,0
"2024-05-11 09:35:14.796",227,76,1111,560,0,0
"2024-05-11 09:36:14.813",226,76,1109,552,0,0
"2024-05-11 09:37:14.829",227,76,1110,562,0,0
"2024-05-11 09:38:14.847",227,76,1109,560,0,0
"2024-05-11 09:39:14.864",227,76,1109,558,0,0
"2024-05-11 09:40:14.882",226,76,1108,562,0,0
"2024-05-11 09:41:14.898",226,76,1110,534,0,0
"2024-05-11 09:42:14.916",227,76,1112,544,0,0
"2024-05-11 09:43:14.932",226,76,1109,558,0,0
"2024-05-11 09:44:14.951",227,76,1109,554,0,0
"2024-05-11 09:45:14.968",226,76,1109,534,0,0
"2024-05-11 09:46:14.985",226,76,1109,554,0,0
"2024-05-11 09:47:15.002",226,76,1108,552,0,0
"2024-05-11 09:48:15.02",226,76,1110,536,0,0
"2024-05-11 09:49:15.036",226,76,1107,536,0,0
"2024-05-11 09:50:15.053",226,76,1108,550,0,0
"2024-05-11 09:51:15.07",226,76,1108,554,0,0
"2024-05-11 09:52:15.087",226,76,1107,558,0,0
"2024-05-11 09:53:15.105",226,76,1110,552,0,0
"2024-05-11 09:54:15.121",226,76,1106,546,0,0
"2024-05-11 09:55:15.138",226,76,1108,560,0,0
"2024-05-11 09:56:15.156",225,76,1107,534,0,0
"2024-05-11 09:57:15.173",225,76,1107,546,0,0
"2024-05-11 09:58:15.191",225,76,1106,558,0,0
"2024-05-11 09:59:15.208",225,76,1107,578,0,0
"2024-05-11 10:00:15.225",225,76,1107,556,0,0
"2024-05-11 10:01:15.242",225,76,1106,554,0,0
"2024-05-11 10:02:15.263",225,76,1106,578,0,0
"2024-05-11 10:03:15.276",225,76,1106,554,0,0
"2024-05-11 10:04:15.293",225,76,1107,546,0,0
"2024-05-11 10:05:15.311",225,76,1106,570,0,0
"2024-05-11 10:06:15.328",225,76,1106,554,0,0
"2024-05-11 10:07:15.345",225,76,1106,556,0,0
"2024-05-11 10:08:15.362",225,76,1106,560,0,0
"2024-05-11 10:09:15.379",225,76,1106,558,0,0
"2024-05-11 10:10:15.397",225,76,1106,560,0,0
"2024-05-11 10:11:15.414",225,76,1106,554,0,0
"2024-05-11 10:12:15.431",225,76,1106,536,0,0
"2024-05-11 10:13:15.449",225,76,1105,534,0,0
"2024-05-11 10:14:15.465",225,76,1107,560,0,0
"2024-05-11 10:15:15.482",225,76,1106,534,0,0
"2024-05-11 10:16:15.5",225,76,1106,554,0,0
"2024-05-11 10:17:15.516",224,76,1107,566,0,0
"2024-05-11 10:18:15.534",225,76,1106,534,0,0
"2024-05-11 10:19:15.551",225,76,1106,554,0,0
"2024-05-11 10:20:15.567",225,76,1105,544,0,0
"2024-05-11 10:21:15.585",225,76,1106,556,0,0
"2024-05-11 10:22:15.602",224,76,1106,560,0,0
"2024-05-11 10:23:15.619",224,76,1105,558,0,0
"2024-05-11 10:24:15.636",224,76,1105,534,0,0
"2024-05-11 10:25:15.654",224,76,1105,554,0,0
"2024-05-11 10:26:15.671",224,76,1106,534,0,0
"2024-05-11 10:27:15.688",224,76,1105,540,0,0
"2024-05-11 10:28:15.705",224,76,1105,556,0,0
"2024-05-11 10:29:15.722",224,76,1104,578,0,0
"2024-05-11 10:30:15.739",224,76,1105,552,0,0
"2024-05-11 10:31:15.756",224,76,1105,558,0,0
"2024-05-11 10:32:15.774",224,76,1105,552,0,0
"2024-05-11 10:33:15.79",224,76,1105,578,0,0
"2024-05-11 10:34:15.809",224,76,1105,534,0,0
"2024-05-11 10:35:15.828",224,76,1105,534,0,0
"2024-05-11 10:36:15.842",224,76,1105,554,0,0
"2024-05-11 10:37:15.86",224,76,1105,534,0,0
"2024-05-11 10:38:15.877",224,76,1105,560,0,0
"2024-05-11 10:39:15.894",224,76,1105,566,0,0
"2024-05-11 10:40:15.911",224,76,1105,534,0,0
"2024-05-11 10:41:15.928",224,76,1105,534,0,0
"2024-05-11 10:42:15.946",224,76,1104,534,0,0
"2024-05-11 10:43:15.963",223,76,1104,554,0,0
"2024-05-11 10:44:15.98",223,76,1102,552,0,0
"2024-05-11 10:45:15.997",223,76,1105,570,0,0
"2024-05-11 10:46:16.014",223,76,1104,560,0,0
"2024-05-11 10:47:16.031",223,76,1103,570,0,0
"2024-05-11 10:48:16.049",223,76,1102,544,0,0
"2024-05-11 10:49:16.065",223,76,1103,536,0,0
"2024-05-11 10:50:16.082",223,76,1102,544,0,0
"2024-05-11 10:51:16.1",223,76,1104,554,0,0
"2024-05-11 10:52:16.117",223,76,1102,554,0,0
"2024-05-11 10:53:16.135",223,76,1104,560,0,0
"2024-05-11 10:54:16.152",223,76,1103,534,0,0
"2024-05-11 10:55:16.169",223,76,1102,550,0,0
"2024-05-11 10:56:16.186",223,76,1102,546,0,0
"2024-05-11 10:57:16.203",223,76,1102,554,0,0
"2024-05-11 10:58:16.22",223,76,1102,556,0,0
"2024-05-11 10:59:16.237",223,76,1101,532,0,0
"2024-05-11 11:00:16.255",223,76,1102,552,0,0
"2024-05-11 11:01:16.276",223,76,1102,556,0,0
"2024-05-11 11:02:16.288",223,76,1102,554,0,0
"2024-05-11 11:03:16.306",222,76,1102,566,0,0
"2024-05-11 11:04:16.323",222,76,1102,534,0,0
"2024-05-11 11:05:16.34",222,76,1102,554,0,0
"2024-05-11 11:06:16.357",222,76,1102,554,0,0
"2024-05-11 11:07:16.375",222,76,1102,534,0,0
"2024-05-11 11:08:16.392",222,76,1102,550,0,0
"2024-05-11 11:09:16.409",222,76,1101,534,0,0
"2024-05-11 11:10:16.426",222,76,1101,554,0,0
"2024-05-11 11:11:16.443",222,76,1100,570,0,0
"2024-05-11 11:12:16.46",222,76,1101,534,0,0
"2024-05-11 11:13:16.477",222,76,1102,554,0,0
"2024-05-11 11:14:16.494",222,76,1102,556,0,0
"2024-05-11 11:15:16.511",222,76,1101,534,0,0
"2024-05-11 11:17:16.547",222,76,1100,570,0,0
"2024-05-11 11:18:16.564",222,76,1100,534,0,0
"2024-05-11 11:19:16.58",222,76,1101,570,0,0
"2024-05-11 11:20:16.597",222,76,1101,534,0,0
"2024-05-11 11:21:16.615",222,76,1100,534,0,0
"2024-05-11 11:22:16.632",222,76,1100,544,0,0
"2024-05-11 11:23:16.65",222,76,1100,534,0,0
"2024-05-11 11:24:16.666",222,76,1100,554,0,0
"2024-05-11 11:25:16.685",222,76,1100,550,0,0
"2024-05-11 11:26:16.7",222,76,1100,558,0,0
